query_id,document_id,crowd_rel_ternary
646,37337,0
402,37425,0
678,37900,0
605,37973,0
697,37990,1
356,38010,1
664,38288,0
355,38588,0
436,38635,1
366,38921,1
328,39063,1
389,39291,1
349,39549,0
349,39713,1
436,39908,1
397,39916,1
397,40158,1
367,40183,0
355,40481,0
325,40955,0
318,41398,0
448,41411,0
399,42455,0
436,42499,1
448,42998,0
444,43042,0
444,43043,0
421,43179,1
321,43424,0
367,43629,0
357,43833,0
679,43872,2
637,43876,1
368,43897,1
436,44169,1
418,44264,0
654,44287,1
418,44334,1
448,44596,0
397,44702,2
433,44891,0
408,45838,0
674,45887,1
436,46187,2
376,46223,2
697,46395,1
351,46424,0
394,46775,0
322,47206,1
413,47692,0
322,47908,1
615,48000,2
664,48059,1
431,48256,1
304,48307,1
347,48307,1
423,48336,0
697,48529,0
353,48665,1
436,48678,1
321,48725,1
448,48812,0
639,48854,0
424,48974,1
697,49054,1
322,49056,0
326,49846,0
397,49918,2
310,50003,0
353,50350,1
332,50351,1
650,50351,1
418,50374,0
354,50415,2
670,50720,1
653,51004,1
658,51232,1
435,51237,1
330,51367,1
695,51751,0
442,51758,2
389,51810,2
409,51845,1
415,52101,1
336,52133,1
304,52138,2
347,52138,0
301,52335,1
363,52721,1
667,52872,0
328,52944,1
350,53304,0
387,53352,1
688,53389,0
407,53563,2
389,53786,0
697,53806,1
347,54033,1
432,54202,0
343,54262,0
603,54760,0
345,54760,1
413,54925,0
337,54961,1
332,55511,1
650,55511,1
429,55514,1
401,55537,0
640,55578,0
433,56083,0
389,56609,1
430,56807,1
413,56922,1
660,57202,0
408,57239,2
408,57432,1
343,57670,1
368,57886,2
389,58470,1
342,58836,1
352,58931,1
399,59192,1
448,59192,1
411,59192,2
350,59288,1
399,59321,1
411,59321,2
339,59612,1
363,59676,0
326,59751,2
663,59799,2
411,60081,1
319,60162,0
411,60400,2
389,60661,1
352,61148,1
342,61690,1
689,61717,1
689,61802,1
689,61926,0
426,62193,0
326,62356,1
448,62356,0
448,62452,0
449,62811,1
333,62811,1
443,62819,0
324,63556,0
607,63570,1
443,63719,1
426,63909,0
436,63981,1
439,64094,1
328,64345,1
333,64443,1
429,64549,0
674,64769,0
304,65173,0
315,65456,1
660,66081,0
664,66596,1
399,66945,1
442,67089,1
316,67094,1
350,67271,0
616,67396,2
389,67644,1
421,67646,1
321,67696,0
413,67761,0
342,68020,0
330,68028,0
367,68102,1
645,68102,1
311,68102,1
376,68216,1
664,68831,0
438,68881,1
646,68881,0
321,68988,1
413,69076,1
376,69112,0
431,69161,1
368,69391,2
355,69453,0
417,69467,1
415,69649,2
374,69747,2
376,69991,0
414,70712,0
413,70726,0
615,71233,1
438,71234,2
395,71234,0
624,71239,2
689,71698,0
389,71722,1
400,71875,1
442,72066,2
669,72069,0
614,72127,0
660,72450,1
664,72824,1
397,73110,2
393,73152,0
351,73482,0
618,73545,0
343,73608,1
383,73683,2
411,73689,2
397,73786,2
351,74241,1
623,74409,1
411,74599,1
663,74612,1
661,74615,2
435,74911,0
663,75084,1
411,76512,1
323,76577,1
431,76837,1
345,77134,0
343,77541,2
441,77551,1
604,77551,1
306,77803,2
323,77878,1
323,77879,1
400,78119,1
364,78162,0
670,78204,0
624,78371,0
413,78454,0
403,78651,0
410,78823,0
689,79049,1
626,79150,1
674,79439,0
656,79595,2
353,79615,1
364,79680,1
623,80161,0
371,80308,0
440,80309,1
361,80309,2
343,80575,1
336,80786,0
433,81115,1
320,81309,0
393,81314,0
364,81686,1
301,81708,0
619,82007,1
647,82014,1
408,82122,1
612,82150,1
418,82231,1
413,82333,1
427,82399,2
436,82495,1
374,82634,1
420,82692,1
374,83094,2
387,83247,2
326,83256,1
612,83583,1
408,84228,1
302,84534,1
696,84589,0
436,84653,1
349,84691,0
624,84717,1
321,84739,0
393,84973,0
413,85215,0
443,85242,2
408,85609,0
332,85810,2
415,85818,0
332,85931,1
339,86902,1
672,86976,0
331,87064,1
413,87301,0
658,87545,1
352,87785,0
640,87862,1
353,88083,1
306,88127,1
689,88520,1
343,88590,2
677,88633,1
347,88690,0
374,88849,1
399,89039,1
353,89070,2
397,89202,0
417,89300,1
378,89409,0
632,89519,1
399,89524,0
428,89682,0
311,89716,1
659,89829,0
664,89871,1
425,89874,1
442,90223,2
690,90300,0
305,91277,1
608,91540,2
407,91695,0
673,92342,1
664,92422,0
620,92686,1
306,92705,2
414,92797,0
632,92906,0
306,93178,1
655,93368,1
374,93623,2
413,93671,1
672,93993,1
421,94083,1
688,94353,1
648,94380,2
640,94380,1
687,94546,0
318,94574,0
413,94594,0
689,94801,1
688,95006,1
306,95688,0
413,95834,1
624,95840,1
624,96302,1
624,96361,1
436,96700,0
397,96858,1
408,97037,1
339,97073,1
363,97080,1
332,97486,1
376,97642,0
690,97992,1
436,98010,1
358,98030,0
411,98105,1
668,98836,0
348,98863,0
448,98961,0
389,99058,1
343,99521,1
363,99585,1
673,99620,0
620,99788,0
673,99917,0
442,99968,1
413,100038,0
673,100142,1
374,100147,2
397,100506,1
662,100581,1
697,100622,0
626,100763,0
374,100917,1
672,101015,1
408,101022,1
328,101088,1
624,101559,1
671,101845,1
687,101853,1
413,101921,0
624,102114,0
398,102195,0
414,102375,1
435,102701,1
623,102773,0
397,102784,2
342,102810,0
308,103061,0
379,103307,0
690,103357,2
651,103553,2
330,103674,1
326,103676,1
674,103825,1
413,103832,0
413,104325,0
369,104356,0
606,104489,0
412,104570,1
341,104570,1
414,104738,0
623,105196,0
332,105489,1
650,105489,1
414,105754,0
306,106590,1
384,106894,1
607,107027,1
413,107055,0
611,107106,1
302,107387,0
370,107424,1
389,107911,1
685,108010,0
352,108217,0
605,108217,0
656,108361,1
699,108379,0
435,108615,2
666,108679,0
358,108699,0
315,108699,1
332,108932,1
413,109036,1
323,109057,0
426,109755,1
387,110267,1
322,110554,1
441,110759,1
604,110759,1
413,110830,0
357,111420,0
682,111786,1
414,111807,1
332,111850,1
414,112047,1
659,112154,1
448,112287,0
322,112958,1
448,113504,0
667,113537,1
338,113557,1
697,113713,0
426,113718,0
436,113794,0
316,114216,1
605,115014,0
413,115243,0
393,115272,1
443,115746,0
343,116229,1
333,116555,1
429,116789,0
335,116865,1
430,116935,1
419,116995,1
393,117169,1
368,117203,1
414,117236,0
413,117541,0
440,117896,0
677,117943,0
369,117965,1
642,118110,0
669,118223,1
308,118480,1
422,118667,1
322,118667,1
624,118687,1
445,118718,1
304,119036,1
347,119036,1
367,119258,1
612,119525,1
644,119542,1
624,119588,1
688,119687,0
673,119756,1
354,120001,1
397,120022,1
673,120076,1
311,120878,1
610,120987,1
647,121556,0
610,121572,1
647,121811,0
393,121825,1
673,122079,1
433,122409,0
390,122505,1
412,122698,1
341,122698,1
434,122725,0
338,122761,1
338,122803,1
638,122813,0
358,123386,0
376,123616,1
338,124042,1
438,124339,1
395,124339,1
314,124390,1
689,124470,0
651,124607,0
437,124778,1
336,124783,1
617,124852,1
610,125293,0
351,125337,1
357,125514,1
413,125582,0
307,125886,1
617,126174,0
414,126175,1
661,126213,2
628,126281,1
673,126600,1
689,126935,0
612,126965,1
626,127053,1
626,127391,1
399,127656,0
406,127674,1
370,127914,1
412,128012,1
357,128017,1
610,128293,0
357,128432,1
663,128434,0
368,128480,1
338,128483,0
330,128775,0
393,128833,1
393,128834,1
384,129037,1
343,129062,1
673,129124,2
351,129345,1
324,129345,1
376,129504,1
413,129526,0
405,129716,1
375,129759,1
366,129978,1
368,130210,1
628,131005,1
653,131461,1
369,131490,1
330,131653,1
354,131814,0
442,131903,0
428,131980,1
697,132029,0
360,132041,1
422,132086,2
345,132107,0
673,132480,2
386,132763,0
421,132767,1
671,132941,1
307,133060,1
328,133213,1
413,133413,0
433,133620,1
365,133629,1
330,133634,0
370,133780,1
430,133908,0
692,133924,0
407,134001,1
347,134001,1
448,134168,1
330,134311,1
343,134320,0
351,134337,1
324,134337,1
343,134428,0
363,135177,1
332,135422,1
664,135580,1
370,135766,1
647,135970,0
330,136001,0
343,136504,1
673,136554,1
606,136587,1
314,136832,0
650,136976,1
421,137035,1
623,137118,0
632,137153,0
637,137565,1
413,137581,0
397,137682,1
374,138199,1
332,138329,1
650,138329,0
332,138602,1
650,138602,1
673,138610,1
605,139028,0
696,139032,1
438,139846,1
419,139860,1
634,140031,0
439,140437,1
397,140462,1
342,140776,0
673,140778,1
422,140880,1
322,140880,0
415,141063,1
413,141079,1
399,141375,1
443,141442,2
349,141511,0
428,141572,1
435,141572,1
443,141893,1
448,141927,1
610,141965,2
658,142015,1
328,142043,1
436,142802,0
415,142893,1
447,143021,0
639,143465,0
413,143683,0
345,143832,1
393,144396,1
442,144768,2
687,144774,0
424,144841,1
402,145194,1
413,145952,0
421,146078,2
673,146099,1
430,146110,1
623,146242,0
320,146464,1
350,147208,0
675,147377,0
436,147522,1
628,148001,1
413,148097,1
409,148346,0
439,148369,1
396,148447,1
375,148627,1
319,148853,1
663,149119,2
397,149895,1
422,150123,2
422,150360,2
331,150634,1
360,150676,1
360,150677,1
666,150875,0
435,151053,0
436,151133,1
325,151210,0
325,151228,1
684,151271,2
700,151345,1
436,151382,1
632,151694,1
387,152016,1
651,152081,0
689,152081,2
391,152889,0
350,153482,1
413,153514,1
413,153795,0
422,154351,0
367,154480,0
434,154502,0
332,154643,1
422,154819,0
311,155853,0
436,156081,0
332,156088,0
301,156092,1
659,156215,0
439,156611,1
665,156614,0
342,156759,2
436,157393,1
393,157557,2
318,157726,0
687,157993,1
663,158162,1
441,158363,1
604,158363,1
375,158543,1
690,158602,0
425,158702,1
306,158748,1
422,158906,1
322,158906,0
430,158919,1
616,159154,0
393,159486,1
415,159602,1
663,160178,1
436,160233,2
350,160284,1
607,160669,2
413,160714,0
343,160885,1
421,160961,1
406,161359,1
429,161359,1
337,161499,2
441,161611,1
656,161856,2
443,161900,1
342,161948,2
414,162309,1
393,162438,1
447,162822,1
696,163009,1
436,163228,2
669,163332,0
301,163342,1
337,163554,1
332,163665,1
439,164158,1
619,164206,1
631,164206,0
408,164264,0
690,164572,2
413,164739,0
367,165076,1
301,165804,2
673,165821,1
651,165874,0
378,165976,1
345,166348,1
634,166845,0
445,167074,1
399,167560,1
404,167657,0
689,168184,1
407,168347,0
343,168477,1
439,168491,1
326,168524,1
413,169201,1
675,169359,1
358,169389,1
405,169390,2
421,169662,1
307,169821,1
632,169942,1
343,169953,1
419,170194,1
439,170382,1
439,170518,2
345,170810,1
689,170847,0
628,170860,0
358,171326,2
313,171915,0
651,172063,1
363,172388,1
656,172691,2
439,172778,1
314,172981,0
430,172983,1
686,173686,0
632,173698,1
391,173754,2
418,173992,1
336,174026,1
366,174071,0
309,174331,0
663,174371,0
427,174527,1
436,174623,1
422,174632,2
376,174871,1
445,175024,0
687,175042,0
408,175295,1
690,175336,1
632,175373,1
332,175397,1
614,175577,1
605,175606,1
605,175760,1
634,175898,1
673,176005,1
388,176063,1
687,176070,2
438,176175,1
395,176175,0
367,176187,0
351,176416,1
316,176507,1
332,176755,1
644,176798,1
408,176935,2
422,176966,0
669,177152,1
356,177161,1
356,177169,2
413,177511,0
698,177660,0
351,177918,1
330,178441,1
668,178923,0
308,179009,1
313,179009,1
413,179042,0
396,179183,1
329,179255,0
342,179410,0
613,179465,0
380,179572,1
360,179576,1
674,179677,1
408,180000,2
414,180144,0
392,180294,1
629,180378,0
396,180382,0
679,180647,1
309,180671,1
318,180849,0
665,180950,1
390,181057,1
351,181272,0
667,181443,2
407,181470,1
343,181617,1
421,181786,2
343,181872,1
343,182261,1
366,182323,1
328,182436,1
435,182922,0
345,182939,1
610,183034,0
330,183128,1
605,183251,1
324,183498,0
351,183528,1
624,183652,0
700,183699,2
610,183783,0
345,183801,1
447,183861,1
360,183882,1
610,183992,1
308,184012,1
673,184422,0
328,184427,2
343,184683,1
437,184734,1
374,184859,1
368,184927,1
692,185273,1
661,185273,1
442,185319,1
670,185640,1
421,185832,0
302,186049,1
407,186205,2
347,186205,1
375,186557,0
302,186732,0
363,186742,1
389,186907,0
421,186910,2
400,187399,1
686,187582,0
354,187697,1
673,187848,2
447,188202,0
374,188581,1
430,188634,1
686,188867,0
370,189123,1
374,189519,0
374,189743,1
310,189790,0
374,190302,1
353,190933,2
408,191033,1
430,191106,2
650,191232,2
376,191264,0
408,191272,1
675,191341,2
679,191562,1
354,191638,0
408,191733,2
448,191733,1
436,191795,0
624,192193,0
397,192269,2
688,192316,1
689,192579,0
618,192694,0
439,192722,1
370,192949,1
450,193183,1
646,193204,1
407,193490,1
330,193588,1
445,193640,1
392,193813,2
650,194321,2
418,194432,1
670,194658,1
376,194695,1
639,194830,1
439,194847,1
439,194995,1
313,195446,1
426,195735,0
413,195764,0
413,195788,0
408,195829,1
436,195922,2
447,196081,0
330,196100,2
430,196256,2
406,197199,2
367,197240,0
685,197457,0
447,197501,1
424,197567,0
400,197909,1
420,198021,0
673,198041,1
668,198105,2
358,198320,1
392,198376,0
332,198603,1
650,198603,2
684,198614,0
448,199117,1
349,199199,1
349,199232,0
338,199390,2
673,199485,1
436,199552,1
439,199591,1
647,199854,2
349,199921,0
608,199992,2
349,200200,2
343,200358,1
351,200387,0
376,200446,0
376,200447,2
376,200597,1
647,201075,1
380,201174,2
413,201217,0
397,201230,2
670,201301,2
330,201371,2
619,201466,0
631,201466,0
328,201827,1
398,201897,0
330,201904,1
330,202196,1
374,202286,0
365,202395,1
315,202474,1
414,202721,1
408,202949,1
441,202984,2
604,202984,1
309,202996,0
648,203663,0
417,203980,1
351,204031,0
436,204240,1
413,204306,0
406,204425,1
612,204554,2
353,204606,1
609,204614,1
431,204768,1
398,204980,1
398,205099,1
332,205188,2
355,205295,1
355,205334,2
622,205764,1
374,205869,2
612,205985,1
376,206113,1
422,206165,2
629,206192,1
618,206215,0
691,206229,1
436,206242,1
411,206249,2
400,206304,1
436,206488,2
689,206594,2
670,206647,1
436,206774,1
315,206847,1
366,207152,1
439,207153,1
427,207255,1
419,207281,0
665,207688,1
376,207818,1
612,207853,0
329,207921,0
413,208017,0
357,208053,1
439,208214,1
317,208348,0
622,208510,1
383,208600,0
343,208912,0
700,209592,1
409,209657,0
369,209712,1
414,209726,1
325,209844,0
448,209870,0
422,209888,0
400,209944,0
435,210030,0
409,210038,0
322,210045,1
397,210111,1
435,210355,0
347,210359,1
650,210409,1
330,210458,1
341,210473,1
427,210489,1
612,211076,0
617,211752,0
366,211764,1
429,211767,2
357,212213,1
366,212633,1
400,212733,2
366,212764,0
347,212831,1
315,213489,0
343,213676,1
649,213895,1
341,214145,1
432,214608,1
330,214793,1
432,214881,1
413,215293,0
347,215455,0
608,215793,1
678,215924,1
664,216512,1
689,216665,1
414,216674,1
345,217611,1
618,217886,2
664,218066,1
439,218067,1
357,218174,2
357,218175,1
357,218176,1
357,218177,1
442,218253,1
439,218292,1
375,218855,0
313,218979,1
445,219145,0
621,219145,1
664,219157,1
313,219197,1
306,219544,0
399,219569,1
341,220015,1
390,220300,1
399,220667,1
672,220907,1
409,221290,1
366,221462,1
686,221502,1
439,221528,1
322,221705,1
412,222024,1
341,222024,1
330,222046,2
372,222059,0
330,222372,1
691,222595,0
425,222799,1
367,222856,2
618,222912,1
414,223328,1
443,223334,1
622,223337,0
632,223424,0
343,223871,0
425,223901,1
347,223912,0
448,224290,0
400,224342,2
400,224344,1
439,224484,1
439,224485,1
347,225181,0
618,225247,0
618,225292,2
370,225322,2
430,225326,1
332,225442,1
448,225851,1
306,226241,0
439,226292,1
400,226800,1
678,226882,1
448,227091,1
688,227492,0
399,227847,1
448,227847,0
363,227909,1
306,228225,1
414,228448,0
326,228834,0
638,229278,1
362,229530,1
324,229804,1
344,229918,1
400,230057,1
387,230367,0
376,230497,1
612,230499,1
612,230510,1
342,230560,1
687,231305,2
393,231466,1
366,231969,0
638,232044,1
409,232095,1
414,232355,1
355,232367,0
366,232465,0
653,232545,1
439,232662,1
619,233179,1
412,233285,1
658,233595,2
418,233700,0
664,233999,1
392,234045,1
432,234256,1
342,234316,1
370,234382,1
690,234465,1
397,234505,0
422,234518,2
397,234948,0
621,235018,0
390,235046,0
426,235292,1
425,235659,1
663,236408,2
618,236814,0
421,236857,1
675,236866,0
306,237199,1
432,237281,1
432,237465,0
400,237481,2
653,237488,2
390,237581,1
332,238084,2
650,238084,1
436,238124,1
342,238305,2
688,238333,1
332,238387,1
650,238387,0
337,238511,2
306,238817,1
394,238825,1
610,238910,2
641,238960,2
610,239069,1
656,239212,1
306,239428,0
343,239628,0
409,239799,0
386,239913,0
409,240084,1
626,240768,2
603,240777,1
362,240960,1
641,241020,1
332,241069,2
345,241188,1
422,241224,1
369,241319,1
400,241410,0
689,241516,0
435,241780,1
317,241805,1
345,242238,0
421,242448,1
330,242755,0
434,243014,1
351,243604,1
319,243620,1
375,243642,1
657,243840,0
393,244001,1
336,244078,1
375,245082,1
395,245428,0
436,245436,1
624,245441,1
390,245497,1
399,246066,1
411,246066,1
634,246202,0
419,246245,0
636,246550,0
342,246657,1
700,246703,2
406,246828,1
439,247298,1
367,247683,1
325,247846,1
362,247846,1
448,248296,0
448,248360,1
664,248495,1
301,248496,1
689,248514,1
449,248872,0
335,249050,1
325,249102,1
620,249105,1
370,249218,1
410,249223,1
610,249290,0
663,249298,1
628,249338,0
317,249471,0
420,249518,0
398,249561,1
313,250001,1
343,250155,0
315,250204,1
670,251010,1
427,251079,1
436,251168,1
440,251261,1
347,251422,1
700,251749,1
439,251898,1
687,252367,1
342,252406,1
677,252420,1
409,252471,1
695,252673,1
667,252781,1
407,252847,1
641,252914,1
389,253080,1
623,253449,0
650,253630,1
342,253667,1
342,253748,0
367,254029,0
439,254339,0
448,254456,1
323,254536,2
408,254598,2
398,254916,0
325,255005,1
390,255059,0
690,255144,0
393,255307,1
332,255511,1
650,255511,1
614,255513,0
315,255570,0
613,255570,0
439,255611,1
620,256169,0
618,256226,1
421,256592,1
332,256702,1
618,256849,1
687,256911,0
435,256940,0
696,257015,0
634,257024,0
400,257074,1
304,257568,1
347,257568,1
667,258015,0
407,258116,2
436,258552,1
343,258606,1
316,258726,1
377,258798,0
319,258908,1
439,259247,1
609,259258,0
332,259260,1
349,259743,0
393,260090,1
344,260455,1
414,260742,1
695,260876,1
439,261036,1
402,261096,0
304,261619,1
447,261859,0
317,262315,1
372,262552,1
638,262674,2
696,262720,0
447,263074,0
343,263400,1
366,263584,1
629,263626,1
359,263883,1
650,263896,0
412,264188,1
341,264188,1
306,264287,0
659,264336,1
663,264642,1
313,264732,1
609,265015,1
631,265077,1
310,265276,0
663,265414,1
672,265573,0
689,265582,0
425,265681,2
650,265784,1
324,265912,0
690,265925,0
310,265959,1
439,266004,1
697,266005,0
353,266139,1
329,266507,0
667,266678,1
382,266686,0
399,266702,1
397,266818,2
326,266828,0
353,266829,1
641,266830,1
413,266986,1
619,267033,1
663,267095,2
436,267129,1
384,267281,1
376,267791,1
432,268179,1
445,268394,1
315,269759,1
353,271089,1
408,271487,1
427,271490,1
352,271531,1
437,272142,0
353,272463,1
622,272468,1
353,272622,0
345,273203,1
376,273341,1
304,273359,1
347,273359,1
413,273512,0
394,273703,1
367,273784,1
674,274025,1
686,274120,0
372,274126,1
338,274139,1
434,274397,1
301,274415,1
358,274442,1
628,274567,0
338,274687,1
302,274890,1
626,274964,1
396,275031,0
611,275335,0
367,275582,0
314,275659,1
424,275696,1
393,275696,1
426,276859,1
311,277174,1
438,277270,1
332,277493,1
413,277507,0
356,278012,1
321,278069,2
650,278799,1
399,279254,1
407,279315,0
351,279451,0
324,279451,1
407,279498,1
351,279726,0
324,279726,1
376,279732,1
372,280447,1
399,280784,1
608,281007,1
698,281671,2
301,281946,1
426,282170,1
331,282476,1
332,282504,1
326,282514,1
363,282628,0
351,282736,0
332,282739,1
675,282813,1
360,282825,1
612,283066,2
411,283621,2
400,283772,0
408,284358,1
332,284381,1
650,284381,1
389,284397,0
400,284654,1
319,284700,1
307,284810,1
637,284870,1
343,285100,1
637,285186,1
408,285282,1
349,285636,1
609,285775,1
392,285842,1
668,285958,2
665,285958,1
326,286176,1
408,286196,1
668,286230,1
665,286230,1
324,286246,0
443,286375,0
668,286393,1
389,286797,1
682,286799,1
345,287014,0
637,287138,1
335,287211,1
679,287211,1
302,287333,1
394,287469,1
637,287569,1
445,287611,1
621,287611,1
445,287692,1
621,287692,1
445,287901,1
621,287901,1
301,287983,1
301,288211,1
397,288226,1
408,288238,1
605,288350,1
397,288405,1
687,288414,1
422,288424,1
354,288488,0
637,288516,0
343,288588,0
441,288649,1
604,288649,0
417,289206,0
362,289234,2
691,289371,1
347,289371,1
372,289641,1
689,289696,1
353,289768,1
438,289837,1
395,289837,1
304,289896,2
407,289896,1
347,289896,1
427,289911,1
368,289994,1
608,290049,1
324,290133,1
628,290296,0
418,290312,1
650,290431,2
649,290685,2
638,290793,1
408,291231,0
304,291558,2
347,291558,1
406,291593,1
684,291831,0
304,291964,1
347,291964,1
622,292273,1
408,292471,2
360,292586,1
425,292766,0
351,292826,1
324,292826,2
621,293558,1
394,293592,1
353,294019,1
448,294101,0
301,294121,1
674,294207,1
353,294207,1
661,294215,2
666,295039,0
695,295048,1
332,295048,1
307,295147,1
424,295149,0
430,295357,0
673,295653,0
326,295730,1
411,295730,1
640,295977,0
448,296102,2
700,296302,1
407,296393,1
347,296393,2
414,296839,1
436,296978,1
694,297428,1
609,297549,1
439,297571,2
607,297571,2
439,298060,1
433,298172,0
434,298191,0
370,298265,1
390,298596,2
395,298838,1
337,299044,1
351,299178,0
324,299178,2
357,299178,1
617,299200,1
417,299254,1
390,299594,0
401,299660,1
332,299825,1
634,300133,2
394,300446,1
613,300659,1
664,300901,2
634,300977,1
408,300987,1
355,301110,0
414,301138,1
397,301157,2
664,301167,1
428,301329,0
435,301329,1
422,301580,2
676,301924,1
307,302004,1
420,302079,1
354,302083,1
634,302106,1
439,302118,2
421,302252,1
689,302672,1
315,302674,1
360,302812,0
360,302813,2
615,302917,1
440,302973,1
424,303066,0
613,303246,2
329,303371,1
350,303535,2
436,303711,0
343,303778,0
351,303782,1
686,303834,1
414,303937,0
421,303947,0
663,303991,2
351,304014,0
327,304074,0
613,304810,1
620,304866,0
674,305002,0
671,305381,1
381,305590,1
439,305832,1
305,306737,0
628,306824,1
674,306885,0
634,306934,0
353,306956,1
313,307097,1
414,307149,0
652,307161,0
636,307183,1
634,307225,1
320,307451,1
378,307677,0
448,307962,0
671,307988,0
671,308024,1
613,308165,0
615,308282,1
615,308447,0
691,308447,1
631,308611,0
306,308770,1
690,308775,1
353,308860,1
387,309092,1
313,309213,1
319,309290,1
330,309380,1
638,309400,0
689,309411,1
435,309411,1
307,309412,0
315,309422,0
332,309440,0
677,309449,1
307,309579,1
307,309580,1
305,309812,1
638,309922,1
387,310177,1
448,310355,0
372,310413,1
323,310414,1
364,310438,1
419,310505,1
443,310760,1
420,310950,0
628,311051,0
628,311053,1
652,311255,0
628,311311,1
689,311350,0
358,311410,0
387,311424,1
628,311476,0
628,311549,1
308,311683,0
448,311946,1
641,312059,1
330,312121,0
336,312131,0
350,312296,1
397,312354,1
387,312503,1
363,312917,0
313,312917,1
313,312921,1
608,312971,1
674,312977,1
448,313037,0
653,313043,1
609,313452,1
628,313580,0
642,313635,0
613,313731,0
342,313743,0
628,313774,0
628,314030,1
301,314044,0
343,314096,1
409,314176,2
436,314218,1
613,314281,0
374,314309,1
439,314560,1
353,314701,1
611,314852,0
414,314870,0
357,314872,0
353,315474,1
409,315563,1
669,315563,0
640,315812,1
321,315976,0
336,316204,0
418,316222,1
311,316296,0
306,316682,0
381,316854,1
326,316980,1
436,317296,1
683,317469,1
602,317469,0
622,317511,1
420,317515,1
641,317832,1
397,317846,1
448,318008,0
399,318097,0
603,318106,0
658,318150,1
620,318186,0
668,318216,0
413,318267,0
395,318886,1
399,319231,1
628,319461,0
399,319551,1
343,319606,1
397,319625,1
397,320285,0
608,320502,0
683,320675,1
426,321416,1
354,321469,0
401,321501,1
329,321727,0
370,321891,2
608,321924,1
414,322014,0
628,322461,0
628,322466,0
628,322477,1
419,322556,0
631,322693,0
402,322774,0
418,323483,1
438,323898,1
395,323898,1
640,323978,0
695,324385,1
440,324453,0
634,324471,0
346,324583,0
613,324590,0
398,324942,1
436,325014,0
364,325027,1
628,325058,0
332,325063,1
631,325100,0
631,325160,0
659,325440,0
659,325550,1
425,326197,1
353,326288,1
606,326388,0
392,326472,0
439,326533,0
447,326631,0
330,326676,0
440,326682,1
360,326683,1
447,326878,0
360,326924,0
682,327044,0
324,327173,1
351,327203,0
324,327203,0
358,327210,0
318,327305,0
306,327400,0
407,327859,1
407,327860,0
309,327956,0
433,328199,0
414,328464,0
626,328697,0
448,328757,0
397,328806,2
332,329072,1
