query_id,document_id,crowd_rel_binary
330,103674,1
341,104570,1
414,104738,0
414,105754,0
389,107911,0
435,108615,1
426,109755,0
414,111807,1
414,112047,0
426,113718,0
436,113794,0
393,115272,1
443,115746,0
419,116995,1
393,117169,0
414,117236,0
677,117943,0
422,118667,1
445,118718,1
347,119036,1
367,119258,0
354,120001,1
397,120022,1
393,121825,1
433,122409,0
341,122698,1
336,124783,1
307,125886,1
414,126175,1
626,127053,1
626,127391,1
399,127656,0
330,128775,0
393,128833,1
393,128834,1
375,129759,1
330,131653,0
354,131814,0
442,131903,0
422,132086,1
345,132107,0
307,133060,1
433,133620,1
330,133634,0
347,134001,1
330,134311,1
363,135177,1
330,136001,0
397,137682,1
419,139860,1
439,140437,1
397,140462,1
422,140880,1
399,141375,1
443,141442,1
435,141572,1
443,141893,1
436,142802,0
345,143832,1
393,144396,1
442,144768,1
350,147208,0
436,147522,1
439,148369,0
375,148627,1
397,149895,1
422,150123,1
422,150360,1
436,151133,1
325,151210,0
325,151228,1
436,151382,1
350,153482,1
422,154351,0
367,154480,0
422,154819,0
436,156081,0
439,156611,1
436,157393,1
393,157557,1
375,158543,1
690,158602,0
422,158906,1
393,159486,0
436,160233,1
350,160284,1
443,161900,1
414,162309,1
393,162438,0
436,163228,1
439,164158,1
408,164264,0
690,164572,1
367,165076,1
378,165976,0
345,166348,1
445,167074,1
399,167560,1
404,167657,0
439,168491,1
307,169821,1
419,170194,1
439,170382,1
439,170518,1
345,170810,1
363,172388,1
439,172778,1
336,174026,1
427,174527,1
436,174623,1
422,174632,1
445,175024,0
408,175295,1
690,175336,1
614,175577,1
367,176187,0
408,176935,1
422,176966,0
356,177161,1
356,177169,1
330,178441,1
408,180000,1
414,180144,0
435,182922,0
345,182939,0
330,183128,1
345,183801,1
442,185319,1
347,186205,1
375,186557,0
363,186742,1
389,186907,0
400,187399,1
354,187697,1
310,189790,0
353,190933,1
408,191033,1
408,191272,1
354,191638,0
408,191733,1
436,191795,0
397,192269,1
439,192722,1
646,193204,1
330,193588,0
445,193640,0
439,194847,1
439,194995,1
426,195735,0
408,195829,1
436,195922,1
330,196100,1
367,197240,0
400,197909,1
436,199552,1
439,199591,1
397,201230,1
330,201371,1
330,201904,0
330,202196,1
414,202721,1
408,202949,1
436,204240,1
353,204606,1
355,205295,1
355,205334,1
422,206165,1
436,206242,1
400,206304,0
436,206488,1
436,206774,1
439,207153,1
427,207255,1
419,207281,0
439,208214,1
414,209726,1
325,209844,0
422,209888,0
400,209944,0
435,210030,0
397,210111,1
435,210355,0
347,210359,1
330,210458,1
341,210473,1
427,210489,0
400,212733,1
347,212831,1
341,214145,1
330,214793,0
347,215455,0
414,216674,1
345,217611,1
439,218067,1
442,218253,1
439,218292,1
375,218855,0
445,219145,0
399,219569,1
341,220015,1
399,220667,1
439,221528,1
341,222024,1
330,222046,1
372,222059,0
330,222372,1
367,222856,1
414,223328,1
443,223334,1
347,223912,0
400,224342,1
400,224344,0
439,224484,1
439,224485,1
347,225181,0
439,226292,1
400,226800,1
399,227847,1
363,227909,1
414,228448,0
362,229530,1
344,229918,1
400,230057,1
393,231466,1
414,232355,1
355,232367,0
439,232662,1
690,234465,1
397,234505,0
422,234518,1
397,234948,0
426,235292,1
400,237481,1
436,238124,1
394,238825,1
626,240768,1
362,240960,0
345,241188,1
422,241224,1
400,241410,0
435,241780,1
345,242238,0
330,242755,0
375,243642,0
393,244001,1
336,244078,1
375,245082,1
436,245436,1
399,246066,1
419,246245,0
439,247298,1
367,247683,1
325,247846,1
362,247846,0
325,249102,1
427,251079,1
436,251168,1
347,251422,1
439,251898,1
677,252420,1
389,253080,1
367,254029,0
439,254339,0
408,254598,1
325,255005,1
393,255307,1
614,255513,0
439,255611,1
620,256169,0
435,256940,0
400,257074,1
347,257568,1
436,258552,1
439,259247,1
393,260090,1
344,260455,1
414,260742,1
439,261036,1
372,262552,1
341,264188,1
310,265276,0
690,265925,0
310,265959,1
439,266004,1
353,266139,1
399,266702,1
397,266818,1
353,266829,1
436,267129,1
445,268394,0
353,271089,1
408,271487,1
427,271490,1
353,272463,1
353,272622,0
345,273203,1
347,273359,0
394,273703,1
367,273784,1
372,274126,1
626,274964,0
367,275582,0
393,275696,1
426,276859,1
356,278012,1
321,278069,1
399,279254,1
372,280447,1
399,280784,1
426,282170,1
363,282628,0
400,283772,0
408,284358,1
400,284654,1
307,284810,0
408,285282,1
408,286196,1
443,286375,0
389,286797,1
345,287014,0
394,287469,1
445,287611,1
445,287692,0
445,287901,1
397,288226,0
408,288238,1
397,288405,1
422,288424,1
354,288488,0
362,289234,1
347,289371,1
372,289641,1
353,289768,1
347,289896,1
427,289911,1
408,291231,0
347,291558,1
347,291964,1
408,292471,1
394,293592,0
353,294019,1
353,294207,1
307,295147,1
347,296393,1
414,296839,1
436,296978,1
439,297571,1
439,298060,1
433,298172,0
394,300446,1
408,300987,1
355,301110,0
414,301138,0
397,301157,1
435,301329,1
422,301580,1
307,302004,1
354,302083,1
439,302118,1
350,303535,1
436,303711,0
414,303937,0
620,304866,0
439,305832,0
353,306956,1
378,307677,0
690,308775,1
353,308860,1
330,309380,1
435,309411,0
307,309412,0
677,309449,1
307,309579,1
307,309580,1
372,310413,1
419,310505,1
330,312121,0
336,312131,0
350,312296,1
397,312354,1
363,312917,0
436,314218,1
439,314560,1
353,314701,1
414,314870,0
353,315474,1
321,315976,0
336,316204,0
436,317296,1
397,317846,1
399,318097,0
620,318186,0
399,319231,1
399,319551,0
397,319625,1
397,320285,0
426,321416,0
414,322014,0
419,322556,0
436,325014,0
353,326288,1
439,326533,0
330,326676,0
433,328199,0
414,328464,0
626,328697,0
397,328806,1
325,329591,1
363,330663,1
321,331077,0
439,332037,1
400,332359,1
397,332987,0
354,333945,1
400,334035,0
354,334994,1
354,335052,0
354,335671,1
354,335862,1
422,336106,1
443,336895,0
439,339375,1
341,339646,0
310,339712,1
414,340757,0
399,341292,1
439,341367,1
350,341907,1
397,342333,1
397,343414,1
354,344024,1
399,344608,0
408,344657,1
646,345231,1
439,345781,1
354,346439,1
414,346480,1
354,346960,1
436,347067,1
404,348931,1
419,349268,0
435,350513,1
310,350958,1
408,352969,1
435,353722,1
427,354686,0
336,354872,1
310,355694,1
345,356530,1
353,357453,1
372,358601,1
397,359090,1
393,359287,1
393,359470,1
408,359769,1
393,359775,1
422,359836,1
367,359840,1
325,359963,0
321,360194,0
345,360393,1
347,361279,0
690,361420,1
336,362198,0
439,363167,1
345,364097,1
353,365207,1
363,365725,1
626,365725,1
422,365941,1
422,366307,1
378,366407,1
442,366491,0
350,367473,1
443,368658,1
354,368801,1
344,368899,0
443,369483,1
399,371317,1
422,371916,1
400,372044,1
408,372180,1
442,372589,0
408,372674,1
347,372898,1
350,373364,0
419,373543,0
330,374247,1
436,374676,1
354,376072,0
399,376702,1
307,377253,1
307,377408,1
427,378005,1
362,379065,1
393,380760,1
350,380821,1
325,380903,1
433,381076,0
350,381152,0
389,381932,0
399,382324,1
422,382423,1
330,383008,1
414,385058,0
325,385266,1
345,385674,1
330,386009,0
408,386020,1
356,386935,1
355,387157,1
393,387215,0
414,387320,0
408,389065,1
408,391445,1
408,391446,1
330,392059,0
330,392060,1
307,392547,1
345,392679,1
341,394937,0
445,397002,1
445,397010,0
445,397011,1
435,397147,1
439,397595,1
347,397695,0
426,397720,1
422,398217,1
439,398288,1
347,399409,1
439,399865,0
350,401261,1
397,403051,1
439,403844,0
394,404672,0
347,404722,1
379,405486,0
379,405646,0
379,406372,0
399,406682,0
379,407040,1
436,409703,1
439,410173,1
397,411378,1
350,411417,1
363,411891,1
393,412184,1
356,413174,0
436,413970,1
363,415272,0
690,415433,1
355,415924,0
433,416199,0
330,417855,0
330,419500,1
341,419939,1
341,419941,1
341,419956,1
341,419964,1
347,420507,0
397,420787,0
423,421796,0
344,422400,0
354,422548,0
397,422943,1
367,423559,0
347,424632,1
356,425523,0
439,425526,1
375,425563,0
414,425579,0
330,427002,1
354,428682,1
354,428795,1
372,429932,0
350,429940,1
367,431225,1
321,431397,1
445,431679,1
354,432840,1
414,432896,0
397,433645,1
439,433661,1
341,433672,1
356,433726,0
677,434219,0
307,434663,0
690,434854,0
439,435251,1
393,435343,1
393,435707,1
439,437027,1
443,437481,0
341,439204,1
690,439562,1
443,440183,0
367,442113,0
353,442346,1
408,442826,1
404,443766,0
397,445476,1
435,445489,0
442,445588,1
341,445629,1
442,445631,1
436,445653,1
404,445759,1
372,445818,0
397,446102,1
354,447103,1
399,447472,1
439,447980,1
375,448143,0
422,449364,1
439,449472,1
435,451032,1
419,452409,0
439,452978,1
353,453577,1
347,453578,1
321,454741,1
397,455207,1
400,456880,1
307,458603,1
347,460194,1
355,460278,0
439,461479,1
620,462167,0
336,462286,0
419,462407,1
439,464589,1
439,466094,1
408,467372,1
646,467516,0
646,467517,0
426,467988,0
433,468027,0
646,468080,0
414,468886,0
330,470294,0
307,471637,1
414,472037,1
356,474171,1
310,474338,0
439,475289,1
439,476744,1
379,477097,1
426,477808,0
350,478051,1
375,478414,1
353,478420,1
353,479435,0
353,479493,1
439,479939,1
433,480447,0
427,482034,0
427,482127,1
363,482840,0
427,483115,1
330,483954,1
443,484397,1
408,486467,1
436,488247,1
379,492101,0
378,492685,1
690,494947,1
347,496294,1
442,496509,1
626,497389,1
336,497482,0
347,497482,1
356,497560,1
626,497598,0
310,499425,1
646,499472,0
439,499487,1
439,499994,1
397,500261,1
626,501130,1
307,501173,1
427,502142,0
354,504154,1
307,504810,1
307,504815,1
307,505241,1
307,505438,1
372,505473,1
345,505554,1
416,506069,1
307,506069,1
363,506698,1
344,506870,1
435,509871,1
614,510007,1
690,510678,0
419,511454,1
427,512224,0
442,512292,0
427,516463,0
426,521624,0
345,523256,1
419,525067,0
646,527171,1
355,527564,1
439,528852,1
419,529016,1
419,529102,0
356,530138,1
372,530219,1
435,530476,1
436,530963,1
355,531076,0
344,532681,1
620,533575,1
423,534876,0
389,535242,1
439,536934,0
620,537051,0
353,538041,1
614,539820,1
404,539873,0
394,540823,1
404,540850,0
614,541726,1
445,541784,1
445,541785,1
372,542030,1
614,542584,1
325,545173,0
379,547286,1
353,549772,0
399,549812,1
445,553409,1
397,554322,1
347,555142,0
330,556064,0
408,557311,1
439,558861,1
354,558865,0
347,559544,1
646,560406,1
354,561161,1
379,565670,0
614,566086,0
389,566590,1
439,566737,0
362,567649,1
442,569137,0
445,569722,1
445,570446,1
372,571741,0
350,572210,1
355,573021,1
626,573516,0
408,575994,0
399,576730,0
397,577573,1
445,578930,0
435,579321,1
330,579335,1
375,579370,1
394,579503,0
363,580483,1
353,580735,1
310,581375,0
307,582044,1
353,584186,1
646,585402,0
690,585909,0
614,585923,1
435,586195,1
345,586272,1
307,587044,0
419,587789,0
362,587932,0
397,588621,0
367,590349,0
399,593327,1
321,597457,0
372,597581,1
646,597584,0
330,598857,1
355,598916,1
347,599478,0
404,599863,1
397,600634,1
353,601357,0
325,601412,1
435,602319,1
439,604317,1
389,605481,0
356,608952,0
435,610046,0
393,612750,0
445,613365,1
419,613393,0
362,614000,1
310,615350,0
330,615684,0
393,615784,1
362,616968,1
620,617427,0
372,617630,1
426,619044,0
426,619822,0
620,619929,0
355,621835,1
404,622835,1
344,622973,1
379,623876,0
389,624564,0
325,624863,0
321,627280,0
394,629586,0
354,630037,0
427,631684,1
399,632244,0
362,632520,0
321,633544,1
336,634674,1
350,635203,0
677,635690,0
389,635773,0
345,637308,1
397,637618,0
325,638539,0
325,638574,0
404,638752,0
620,639692,1
443,639773,1
690,639979,0
363,640291,1
353,640656,1
378,640822,1
379,642326,0
404,644645,1
345,645105,1
404,646174,0
330,648548,0
389,649163,0
325,649211,1
347,649612,0
362,650771,0
363,652120,0
375,655562,1
422,656260,1
325,656329,0
325,656330,0
422,656529,1
404,656887,1
408,658892,0
414,659369,1
422,659762,1
353,660199,1
414,660242,1
356,660416,0
435,661419,1
443,661430,0
347,662116,0
404,662416,0
389,662765,1
389,662879,1
397,664949,1
363,665285,0
419,665900,1
397,666725,1
404,668344,0
397,668906,1
325,669230,1
367,670349,1
354,670860,0
435,671112,1
347,674560,0
419,676244,1
435,678307,1
354,678328,0
393,678475,1
389,678769,1
397,679141,1
416,679535,0
419,679902,0
393,681123,1
345,681191,1
435,683332,0
423,684004,0
354,684535,1
362,686387,1
690,687214,1
362,687522,0
321,687620,0
614,688224,1
393,688330,1
614,689070,1
426,689172,1
399,689255,0
427,690224,0
442,690533,1
614,690676,1
375,690820,1
379,691115,0
394,692397,0
341,693059,1
442,693200,0
394,694861,1
626,695724,0
344,695955,0
435,696169,0
419,697015,1
443,697853,0
341,698444,1
422,698954,0
362,699231,0
443,700920,1
646,701906,1
379,702081,0
442,703028,0
389,703101,1
336,703134,1
367,705304,1
436,705371,1
443,707014,1
353,710000,0
362,710373,0
310,711410,1
445,711473,1
435,712094,1
325,712258,1
393,713365,1
397,714343,1
321,714723,0
419,715466,1
325,716328,1
435,716481,1
620,716702,0
321,717192,1
422,717194,1
404,718009,0
325,718587,1
354,718920,0
347,718934,1
422,719224,1
397,720212,1
404,721463,0
404,722012,1
419,722359,0
394,722772,0
443,722958,1
393,723837,1
393,723839,1
408,726701,1
393,726977,1
419,727934,1
356,728137,1
354,728912,0
379,729361,1
626,730003,1
443,730055,1
626,730671,1
344,731310,0
345,733006,1
350,733305,0
442,735637,1
614,738589,0
394,738837,0
345,739398,1
341,741477,0
354,741939,1
414,742306,1
443,744479,1
404,745786,0
646,746341,0
646,747077,0
646,747454,0
394,747814,0
626,748718,0
646,749000,1
389,749681,0
325,751757,1
372,753764,1
419,753955,1
325,754056,1
347,754517,1
646,754566,0
433,756147,0
347,756249,0
345,756401,0
394,756569,1
646,756873,0
375,756936,1
375,758337,0
419,758489,0
419,758527,0
389,760758,1
397,760949,1
355,761377,0
443,761536,1
350,761784,0
393,763388,0
433,763455,0
310,763736,1
325,763961,1
433,766534,1
677,766777,1
426,766842,0
325,767456,1
426,768273,0
620,768483,0
620,768898,0
330,770427,0
341,771168,1
347,772258,0
426,772507,0
439,772735,1
620,773004,1
620,775546,0
620,775563,0
325,775575,0
363,776007,0
363,776008,0
404,776594,1
353,777190,0
404,777553,0
345,777835,1
419,778367,0
404,779456,0
399,779635,1
344,780740,0
336,780876,1
341,781276,1
321,782439,0
363,782468,0
620,783968,0
321,784875,1
321,785424,0
363,785764,0
344,785935,1
404,786406,0
620,786623,1
620,787050,0
620,787111,0
620,787130,1
321,787224,1
404,787370,0
620,787433,1
321,788120,0
620,788406,0
344,789622,0
399,790326,0
394,790384,1
435,791017,0
344,792137,0
445,792138,0
408,792143,1
620,792774,1
408,792883,1
690,793127,1
408,793218,1
690,793395,1
356,793410,0
325,793826,1
443,793940,0
408,794369,1
408,794437,1
408,796137,1
690,796972,1
341,797972,1
394,798190,1
344,798219,0
394,798624,1
341,798731,1
325,799039,1
620,799127,1
354,799257,1
345,799600,0
345,799756,0
414,800584,0
344,801709,0
620,801761,1
620,801986,0
620,802303,1
426,803029,1
677,803506,0
397,803814,1
620,804059,1
325,804157,1
426,804840,1
426,805028,0
393,805587,1
408,806480,0
397,806950,1
400,807470,0
626,808151,1
344,808537,0
620,808643,0
443,809327,1
620,809485,1
443,809533,0
626,809697,0
344,810141,0
426,810577,0
367,811285,0
344,811631,0
427,812168,1
404,812358,1
443,813240,1
408,813352,0
620,814067,0
344,814753,1
427,814758,1
620,815893,1
325,816137,1
443,816365,1
344,816593,0
436,817685,0
626,818047,0
344,818216,0
325,818310,0
620,818326,1
372,818435,0
321,818507,0
325,818750,0
620,818751,1
344,819421,0
356,819667,0
378,819730,1
620,819892,1
379,820267,0
336,820283,1
399,822258,1
344,822671,0
307,822926,0
408,823013,0
422,823627,1
422,823793,1
416,823851,1
367,824165,1
344,824360,1
416,824521,0
646,824907,0
422,825133,1
416,825755,0
393,825760,1
325,825898,0
620,826132,1
620,826363,1
372,826423,1
620,826717,0
614,827299,1
620,827824,1
626,827838,0
393,828050,0
356,828253,0
436,828985,0
443,829817,0
690,830299,0
443,830420,1
443,830565,1
443,830566,0
393,831580,0
436,832544,1
436,832871,0
347,832898,0
353,833433,0
435,834588,1
443,834592,1
379,835509,1
442,837302,0
344,837441,1
344,838728,0
341,838813,1
443,839334,0
310,841289,0
393,841528,1
345,841762,0
646,842575,1
399,843759,1
345,844270,1
393,844588,0
690,845002,0
367,845740,1
345,846422,0
307,846515,0
426,848090,0
363,848217,0
426,848932,0
397,849498,0
393,851315,0
367,851322,0
690,852976,0
404,854268,0
690,855668,1
404,855823,0
344,856509,0
372,856657,1
690,856804,1
404,856937,0
443,857881,0
363,858452,0
367,858770,1
330,858928,1
397,859340,0
330,860120,1
393,860409,0
400,862010,1
435,862142,1
416,863124,1
397,863546,0
404,865299,0
422,865357,0
443,865367,0
436,865953,0
399,867250,1
439,867693,0
435,867886,1
442,868425,0
393,868434,1
442,868969,0
389,869031,0
620,869576,0
626,870548,0
404,871163,1
330,871370,0
397,871861,0
347,872122,0
345,873327,0
341,873857,0
345,874128,0
393,874581,0
422,875458,0
408,875693,1
436,876368,0
427,876390,1
354,876526,1
408,876800,1
435,878484,1
436,878534,1
336,878920,1
426,879061,0
443,880352,1
422,881252,0
404,881742,0
416,881755,1
330,882182,0
341,882431,0
325,882763,0
690,883811,1
355,885400,0
310,885600,0
379,885652,1
345,885830,1
310,887619,0
325,888145,0
321,888281,0
422,888309,0
363,888576,0
321,889278,1
310,889778,0
321,890961,0
363,891107,1
404,891873,0
404,893084,1
353,894291,0
442,895597,0
442,895603,1
423,895875,1
620,896840,0
379,900664,0
404,900944,0
379,903274,1
442,903350,0
379,904194,0
363,904214,0
345,905353,0
325,905700,1
439,906383,1
436,906697,0
433,907290,0
341,908036,1
350,908976,0
399,909756,1
394,910810,0
394,912598,1
393,912625,0
646,913000,1
433,913128,0
367,914770,1
620,914966,0
646,915394,1
353,915856,0
427,916412,0
330,916651,0
355,916776,1
363,916949,0
363,916966,1
408,917137,1
443,917510,0
362,917618,0
356,918568,0
442,918612,0
325,918806,1
325,919493,0
426,919576,0
389,919740,0
325,919922,1
345,920338,0
325,920343,1
325,920563,1
363,923254,1
626,923254,1
310,923498,0
626,923509,1
419,923906,0
426,924205,1
443,925027,1
404,928743,0
433,929256,0
690,929414,1
435,932573,1
614,933052,1
363,933639,0
379,935113,0
404,936058,0
345,938969,0
356,939133,0
345,940783,0
393,940953,0
372,941342,0
363,941661,1
690,942034,0
389,942379,0
367,944052,1
363,944171,1
354,946188,0
400,946607,1
354,947775,1
363,947813,0
690,948291,0
397,948318,1
379,949215,0
397,949997,0
367,950261,1
344,950644,1
443,951668,0
422,951825,0
353,953091,0
356,953290,0
363,953407,0
310,954185,1
690,954627,1
310,954672,0
690,954708,0
646,955302,1
414,955401,1
310,955425,0
442,955537,1
350,955793,0
399,956507,0
433,957242,0
345,957500,1
379,959337,1
427,960922,0
393,961757,0
310,962255,0
362,963344,1
379,964084,0
379,964286,0
367,964822,0
393,965129,0
690,965812,0
325,966096,0
404,966510,1
400,966659,0
400,966660,1
400,966661,1
362,967545,0
321,967752,0
372,967876,0
435,971724,1
416,973026,1
307,973026,0
379,973283,0
416,973400,1
363,973603,0
436,973603,1
416,974140,0
330,974199,0
307,976071,0
400,977022,0
336,977224,1
422,977447,0
356,977697,1
394,977921,0
646,979914,0
435,980078,1
435,980079,0
435,980081,1
435,980082,0
435,980661,1
367,980684,0
345,981098,1
321,981369,0
355,983056,0
677,984009,1
379,984686,1
379,984687,0
379,984688,0
379,984689,0
336,984759,0
439,985314,0
341,986959,1
404,988016,0
397,989658,0
433,989808,0
442,990121,0
442,991368,0
400,992405,0
436,992915,0
404,994559,0
436,994563,0
404,994877,1
354,995017,1
330,995766,1
345,995863,1
404,996409,1
442,996765,1
426,997126,0
404,997687,1
435,1001832,0
404,1002800,0
362,1003021,1
442,1003326,1
336,1005474,0
393,1005479,1
426,1005790,0
426,1005840,0
404,1005983,1
367,1006928,1
443,1006949,1
378,1006953,0
443,1007743,0
404,1008843,0
442,1008905,0
379,1009024,0
330,1010476,0
345,1011152,0
345,1011957,0
345,1011974,0
345,1012059,0
355,1012194,0
389,1012665,0
400,1013462,1
393,1013790,0
389,1015342,0
389,1015702,0
399,1015884,0
356,1016080,0
677,1016266,0
646,1017890,0
345,1018466,0
363,1020397,0
620,1020548,0
445,1020872,0
442,1021253,0
389,1022426,0
362,1024100,1
422,1027160,1
367,1027308,0
433,1027420,0
354,1030358,0
442,1031456,0
379,1031820,0
362,1031838,1
362,1032418,0
367,1033247,1
414,1033647,0
344,1033699,0
330,1033956,0
442,1034560,0
690,1034629,0
372,1035951,1
422,1036665,1
435,1037514,0
325,1037780,0
408,1039566,0
345,1040343,1
310,1040542,1
344,1040660,0
416,1041188,0
345,1041664,0
416,1041731,1
436,1042628,0
427,1042717,1
344,1044632,0
321,1044873,0
419,1045764,0
439,1045917,0
408,1046302,0
690,1046969,0
414,1047308,0
372,1047842,0
436,1048102,1
367,1050607,0
442,1050677,0
442,1054657,0
404,1055072,0
394,1056789,0
344,1057029,0
394,1057716,1
354,1059386,0
408,1059875,0
408,1059957,1
393,1060085,1
355,1060394,0
419,1060967,0
344,1062960,0
345,1063550,0
353,1064013,0
397,1064448,0
393,1064676,1
393,1064683,1
347,1065730,0
690,1065767,0
379,1067824,0
379,1068802,1
393,1070383,1
422,1070825,0
426,1071779,0
422,1072119,0
397,1072617,0
393,1073629,0
389,1073757,0
400,1073903,0
626,1074353,0
325,1076518,0
646,1078962,0
414,1079437,0
426,1079609,0
353,1079782,1
646,1079831,0
367,1080059,0
362,1081949,1
344,1082623,0
646,1083053,0
379,1083301,1
310,1083496,0
400,1087121,0
426,1087960,1
426,1088982,0
345,1089468,1
354,1091374,0
363,1091388,0
353,1091850,0
345,1092491,0
345,1092705,1
443,1092881,1
690,1093014,0
414,1093695,1
325,1094902,1
393,1095035,1
435,1095218,0
393,1095445,1
416,1096590,0
310,1096838,0
345,1097587,0
353,1098236,0
442,1098406,1
423,1100239,1
344,1100347,1
393,1100378,1
393,1100687,1
435,1101459,0
433,1101769,0
345,1102183,1
378,1102362,0
378,1105214,0
354,1106613,1
389,1106789,1
321,1107029,0
307,1107582,1
367,1108464,0
397,1108834,0
423,1109989,0
378,1110904,1
416,1111014,0
378,1111048,1
344,1112354,0
344,1113502,1
435,1115594,1
344,1116169,0
394,1117330,1
414,1117788,0
344,1119259,0
353,1120307,1
393,1121204,0
307,1121368,0
397,1121423,0
414,1122228,0
404,1123728,0
426,1126029,0
378,1126366,1
350,1126835,0
344,1127640,0
379,1128203,1
436,1128219,1
379,1129279,0
347,1129355,0
427,1129572,0
646,1130460,1
325,1130820,0
353,1131046,1
363,1131229,1
379,1132339,0
646,1132417,1
354,1132570,0
442,1134228,1
325,1134927,0
422,1136639,0
325,1136701,1
345,1137991,0
356,1139352,1
354,1139719,0
414,1141208,0
408,1142353,1
439,1144899,1
435,1144904,0
379,1145266,0
435,1146145,0
344,1146244,1
435,1146308,1
442,1146476,0
443,1146561,0
397,1147197,0
397,1147961,0
379,1149570,0
399,1150049,0
355,1151767,0
350,1154367,0
433,1154735,1
353,1154992,0
379,1155462,0
404,1156479,0
344,1157432,0
350,1158961,0
355,1159095,1
336,1160533,0
345,1161659,0
433,1161972,0
435,1162141,0
436,1164014,0
355,1165605,1
362,1168052,0
443,1168083,0
442,1169707,0
433,1172123,1
350,1175129,1
442,1175759,0
426,1177234,0
344,1178997,0
344,1178998,0
325,1181116,1
443,1182562,1
378,1182876,1
344,1185450,1
336,1186175,1
325,1187098,0
439,1187627,0
325,1187935,0
443,1188305,1
439,1188749,1
325,1188899,0
426,1190829,0
426,1192153,1
445,1193154,0
344,1193257,1
345,1195020,0
378,1195385,1
347,1195516,0
419,1195518,1
426,1195550,1
344,1196574,0
344,1196589,0
378,1196694,0
363,1197061,0
321,1197968,0
422,1199775,1
310,1200322,1
443,1200467,0
414,1202406,0
353,1203063,1
394,1203537,0
394,1203538,1
321,1204326,0
336,1205254,1
690,1205941,0
344,1205982,0
336,1205987,1
336,1205988,1
414,1206106,1
439,1206124,1
354,1206174,0
442,1206800,0
325,1209320,0
336,1209560,0
394,1210150,1
393,1210771,0
362,1212432,1
436,1212538,0
350,1212853,1
399,1213122,1
394,1214238,0
445,1214751,1
394,1215547,1
439,1215933,0
379,1216237,0
362,1216689,1
442,1217156,0
677,1217259,0
321,1217943,0
443,1218191,0
442,1218555,0
344,1219657,0
310,1219791,0
310,1219792,0
310,1219794,1
439,1220020,1
310,1220057,1
419,1221302,1
378,1221410,0
614,1225681,1
397,1226017,1
419,1226017,0
436,1226414,0
397,1227929,0
419,1227929,0
397,1228582,0
367,1229633,1
367,1229634,1
367,1229635,1
367,1229636,1
367,1229637,0
426,1230128,0
397,1232132,1
363,1232223,1
433,1232268,1
646,1232487,1
378,1232606,1
378,1232897,1
344,1233702,0
378,1234048,0
378,1234553,0
378,1234617,0
378,1234817,1
362,1235349,1
378,1235358,0
414,1235364,1
397,1235372,0
620,1235792,0
347,1235795,0
423,1236447,0
408,1236532,0
419,1237202,1
347,1237417,1
422,1237553,0
344,1238056,1
626,1238100,0
378,1238601,0
393,1239223,0
439,1239295,0
436,1239717,1
436,1240001,1
397,1240360,1
341,1240705,1
416,1241952,1
307,1241952,0
378,1242057,1
372,1243689,1
399,1244235,0
436,1246870,1
416,1248807,1
307,1248807,0
423,1249400,1
677,1250326,1
344,1250554,1
